,Unnamed: 0,reviews,label
15913,15947,정말 현실적이고 7년 연애했던 이제는 옛날이 되어버린 사람이 생각나네요 태어나서 처음 평점남겨요 혼자 심야보고 정말 많은 생각이나게 해주는 영화에요 최고였고 감명깊었습니다 ,1
128469,129637,배경 좀 공부하고 다시 봤더니 재밌었다. 근데 좀 길긴함 ,1
7820,7845,재미있어요 아이들이랑 보았는데재미있게 봤어요 ,1
11177,11204,다루는 내용도 내용인데 이런 영하는 상영관이 정말 적네요... 많은 생각을 하게 됩니다 더 많은 사람들이 볼 수 있는 기회를 가졌으면 좋겠습니다 ,1
21668,21716,이렇게 집중할 수 있는 다큐를 본적이 있나? ,1
115927,116998,최근 본 영화 중 가장 슬펐다 ,1
86266,87135,"이제 100년전 그것도 거짓에 기초한 위안부 인권팔이하면서, 21세기 북한 인권은 신경안쓰는 인간 쓰래기 좌빨들 ",1
21048,21236,진짜재밌게봤는데 다들 눈이 너무 높은듯; ,1
14113,14158,류준열 연기 진짜 잘했습니다. ,1
115633,116704,웃긴 조크가 생각났어요...그게 뭔지 말해 줄래요?마블은 이해 못 할 꺼야.. ,1
97053,97950,걸작. 세월이 아무리 지나고 감동을 받을 수 밖에 없을 영화. ,1
18582,18635,마블영화중에서 가장 재미있어요~ ,1
42764,43205,할머니 집에 찾아가는 xx들은 뭐냐..할머니 추억이 담긴 곳에 취재나 블로그질 하지 말자 제발... ,1
55337,55881,트레비스 핌멜...러브유 ,1
5332,5438,어제 시사회로 봤는데 나땜에 옆사람 놀라고 옆사람땜에 나도 놀라고.. 애나벨은 찐이거든.. ,1
15059,15093,종교가 어디를 지향해야 하는지 알려준 명작이다.로버트 드 니로가 현존하는 남자 연기자중가장 위대한 배우임을 이 영화로 확실하게 자리 매김했다고 본다마카로니 웨스턴에서의엔니오 모리코네음악은 그저 그랬는데 이영화와 시네...,1
136554,137832,인생 최고의 영화 수많은 영화를 봤지만 이 영화를 잊지 못하고 있다 free bird 라는 노래를 알게 해준 영화 여자주인공이 자살하는 장면 남주랑 여주의 운명이 계속 갈리는 장면 전부 다 잊지 못한다 ,1
10192,10218,내가본 일진영화중 가장 리얼햇음 ,1
23785,23850,"이영화를보면서 드는 생각이, 첫사랑 이제는 괜찮은줄 알았는데 아직도 괜찮지 않구나 ",1
6041,6051,재상영을 또 한다면 할 때마다 보러올 감동스런 작품 ,1
10757,10784,"죽음을 대하는 자세. 마지막 대사 한 줄이 이 영화의 모든 것을 의미한다는 느낌을 받았다. 물 흘러가듯 영화를 보라고 말하는 것 같았고, 물 흘러가듯이 보았다 ",1
2795,2801,용순역의 이수경과 그 친구들. 잠재력이 무한 한 배우들의 발견 . 정우 주연의 바람처럼 배우들 앞으로 흥할것 같다. 결국 용순의 집착은 아버지를 닮은듯.후반으로 가면서 요즘 애들 무섭다 생각되는. ,1
8092,8117,새끼돼지 너무 커엽다. ,1
96428,97323,오랜만에 실컷 울었네.. ,1
9326,9359,경상도나 부산이 고향이신분들이 보시면 빵빵 터질 요소들이 많아요~ 즐겁게 보고왔네요^^ ,1
98247,99152,독립운동가들 존경합니다꼭 우리 아이들 학생을 보고 독립운동의 가치를 배워야 합니다 감사합니다 좋은영화만들어주셔서.. ,1
110543,111585,당신은 좋은 사람입니까~ ?감동을 주는 질문이네요 ,1
58311,58879,오다기리 조와 오츠카 네네의 조합인데 애들이 너무 못생겼어.. ㅋㅋㅋ ,1
6756,6863,잼나게 보는데 마지막장면 진짜 식겁했어요... 헤엑소리가 절로 났음 ,1
65784,66444,놓아주는 것 또한 사랑이다. ,1
34310,34611,감사한 영화. 많은 사람들이 봤으면 좋겠따 ㅎㅎ ,1
20198,20258,확장판 4시간이 넘는 런닝타임. 영화 대부의 느낌과는 살짝 다르지만 상당히 매력적인 작품. 누구나 한번쯤 들어봤을 배경음악이며 멋진 영상의 앵글이며. 그리고 이야기 전개순서도 덜 지루하게 만듦. ,1
24258,24469,감동했구요. 할 말을 잃었어요. 모르고 살았던 일들이 얼마나 많은지... ,1
61587,62165,너무너무 재미있었습니다 ,1
129682,130865,따뜻하고 착한 영화인듯... ,1
139261,140575,향기 향기하면 안될 거 같아요 김향기배우님 감사합니다 영주해줘서.. ,1
2390,2468,만점이 아깝지 않은 영화 ,1
77602,78424,후지모토 탁촬영감독도 이영화 성공의 숨은 공로자! ,1
34015,34309,집에서 보고싶다.네이버는 얼른 네이버영화에서 팔아다오 ㅜㅜ ,1
13143,13171,조조로 봤는데하루 시작을 즐겁게 시작해 정말하루가 행복했어요! ,1
30814,31104,"1편보다 애틋함, 아련함은 조금 줄었으나 코믹과 무협액션은 더 풍성해진 신경많이 쓴 2편. 홍콩영화의, 천녀유혼만의 아련한 감성은 언제봐도 좋다. 개인적으로는 청풍이 섭소천이 아니라면 좀 아쉽다.. ",1
60014,60587,눈물나게 감동적이고 오랜만에 벤틸레이션이 되는 아주 좋은 영화 라고 생각합니다. ,1
136287,137565,진짜 내 인생영화임. 몇번을 봐도 감동받음 ,1
46863,47341,이 영화가 좌익영화라고 몰아붙으는 놈들은 보통 개명박 똥꼬빠는 놈들이지 이 영화는 권력에 미친 몇몇 놈들땜에 경찰도 희생당하고 농성자도 희생당했다는 것을 펙트 그대로 전달하는 영화다. 그게 어떻게 좌파고 좌익이냐 븅...,1
132435,133679,감동적이고 마음 따뜻해지는 영화였어요. 헨리도 극장에서 보니 반갑고. ,1
59444,60013,진실된 사랑 아니면 동물이 되어야한다라는 소재 자체가 참신하고 사람들에게 진실된 사랑이란 무엇인지를 다시 한번 생각해보게끔 만드는 영화 ,1
23461,23515,"총을 가장 잘 이해하는 감독, 모히칸에선 고작 머스킷총으로도 심장 쫄깃한 총격전을 연출하더니 히트의 LA 시가 총격전은 총기 액션의 정점을 찍었다 ",1
126801,127943,보는 내내 저릿저릿하다. ,1
72678,73401,기본적으로 볼께 있는 국산 애니메이션^^앞으로 많이 만들어주세요~~ ,1
25463,25529,"진실을 외면하는 사랑, 진실을 이용하는 사랑, 진실이 중요한 사랑, 진실도 상관없는 사랑 사랑에서 진실이랑 무엇일까?난 이 영화에서 진실을 대하는 4종류의 사랑을 보았다. ",1
33953,34247,드래곤볼 극장판 본것중에서 최고였습니다 ,1
48449,48943,개봉할때 처음 봤는데 아직도 내게는 최고의 영화. ,1
20757,20805,우리에게 행복을 주는 그대들도 항상 행복하길 ,1
49213,49710,새해 첫 영화 10점으로 출발~~~ ,1
10166,10192,음악도 좋고 연기도 좋다 ,1
51827,52348,하정우에 덤덤한 네레이션과 실화의 감동. ,1
19011,19059,"왜 이걸 이제야 봤는지, 정사씬같은걸로 유명해져있던데 정말 보면 정사씬보다는 탄탄한 스토리랑 배우들 연기 그리고 색과 계를 넘나드는 사랑, 정말 이건 작품이다. ",1
18054,18219,세계 명작. ,1
116938,118027,별점 테러하는 사람들은 영화 안본사람일듯 ㅋㅋ 개꿀잼 ㅠㅠ 연기도 너무 잘하고 스토리도 탄탄해요 ,1
101855,102784,이건 만든 수고를 위해서라도 10점 ,1
85132,85997,훈이는 웬지 나를 보는거 같았다. 예전에 주짓수 처음에 시작했을때 내가 첫번째로 등록 했었는데 나보다 늦게 온 사람들한테 맨날지고 해서 회의감 느꼈는데 훈이가 제일먼저 쿵후수련 시작했었는데 다른 친구들 못따라 가는 ...,1
35001,35317,희망과 빛과 음악으로 각색한 진 켈리의 <선셋 대로> ,1
15499,15533,마음마사지를 받은 느낌.. 보고 나니 마음이 말랑말랑... 이미 따뜻한 봄을 맞이한 것 같음. ,1
61367,61945,아이랑 재미있게 봤어요..보고 나온 뒤에 일본영화인 걸 알았네요ㅠ알았어도 아이가 보고 싶어해서 봤을 것 같아요 ,1
138660,139967,OO들 하고 보았으나 내 얘기었고 일주일 내내 마지막 장면이 머릿속을 맴돌았다. ,1
109316,110348,내이웃을 내몸과같이사랑하라 이들이 흘린 눈물과 피... 그리고 기도로 오늘의 대한민국이 있는것입니다 절대 잊지말아야하고 이제는 우리차례입니다!! 대한독립만세!!나라를 위해 항상기도합니다 ,1
17374,17425,전개진행이 이렇게 완벽할수가. 짧은 시간안에 이렇게 많은 인상깊은 장면을 만들수도 있구나. ,1
123386,124521,"데미안,그의 눈빛을 보라. 666보다 더 잊혀지지 않을것이다. ",1
2613,2693,개는 곧 죽어도 개일뿐. ,1
81568,82418,엄청난 영화... 이토록 섬세하게 감정을 연기하고 세밀하게 담아낸 영화는 처음 본다.두 주연 배우의 미친 연기력이 그저 놀라울 따름. ,1
3113,3197,본중에 최고였어요.. ,1
36860,37224,스타일리쉬하고 재미있어요. 러닝타임이 조금 길어요~ ,1
96529,97424,니들 영화보고 평점 남기니? ,1
108879,109901,롯데시네마 신림 14층 7관 19:10 i5 남자새끼야 어떻게 영화상영내내 니 핸드폰보냐? 너는 뇌가 있냐없냐? i4앉은 니 여친하고 계속 얘기하고 그럴거면 영화관 오지마 재수없어 극장에서는 핸드폰좀 보지맙시다!! ...,1
50890,51396,너무 감동적으로 봤습니다. ,1
39645,40073,"잘 만들었다고 평하기엔 너무 리얼하고 참혹하다. ㅠㅠ 테러에 대한 인식과 심각성을 깨닫게 해준 영화, 어디서도 이런일이 다시는 일어나지 않기를.. ",1
30220,30510,너무 재미있어요 아이랑 함께 관람했는데 자막을 빨리 읽지못하는데도 재밌다고 웃으면서 보더라구요 영상도 예쁘고 내용은 믿고보듯이 좋더라구요 가족영화로 추천합니다 ,1
159,159,"처음부터 끝까지 그냥 다 좋았다. 마음 편히 웃고 울 수 있는, 혼영 최적화된, 마음 따뜻해지는 영화! ",1
69992,70686,"마치 이탈리아 여행을 하는듯한 느낌의 영화 , 단순한 퀴어물이 아닌 사랑을 다룬 이야기. ",1
103028,104000,연산이의 연기가 너무 마음에 와닿았고. 공길이ㅣ의 아름다움이 최고였어요 ,1
20674,20734,사실 진짜 바보같이 빠져들 만큼 순수한 사랑을 했던건 리였기 때문에 더 안타까웠던 것 같네요 어찌보면 셀비는 오히려 그런 그녀를 이용했던건 아닐지 배우들의 명연기에 박수를보냅니다 ,1
101752,102678,오랜만에 마음을 따뜻하게 해준 영화 ,1
103112,104084,개봉한지 11년이 된 영환데 색감이 왠만한 최신영화 못지않네요. 벌써 세시간째 울고있네요. 정말 최고의 영화입니다. ,1
79349,80180,재미있는 대화가 많이 나온다 ,1
22986,23051,영화 끝나고 20대 초반으로 보이는 여자가 내려오면서 무슨 내용인지 1도 모르겠어.. 라고 하더라. 이런 애들 만나 결혼하면 ㅈ빵나는거다.. 10점 그 이상을 주고 싶다. 말 한마디 한 마디에 소름이고 역시나...너...,1
76270,77080,샤를리즈 테론의 매력을 맘껏 발산하네. 현실성 없는 로코무비. ,1
23830,24034,마음을 열어요 여러분. 말이 필요없음 최고 ,1
115195,116262,몰입도200%이상임 ㅎㅎ ,1
9337,9370,오늘 시사회로 관람했는디 너무 재밌었어요:) 배우분들 연기에 몰입도가 높았어요~ ,1
21152,21340,"돈, 어스 보고나니 이스케이프룸이 젤 재밋엇다 최근영화중에 ㅎㅎ보는내내 몰입도와긴장감!!2편이기다려짐 보러가야징~~ ",1
117839,118929,10점 줄수밖에 없지 명작 진짜 옛날 영화가 더 낫다 ,1
73437,74162,이제 전설이 되어버린 뮤지션들과 포로듀싱한 라이 쿠더 그리고 기록물로 남긴 빔 벤더스에게 경의를 표한다 ,1
117647,118736,안나 CF인줄ㅋㅋ 액션도 멋지고 스토리도 재미있어요! ,1
46204,46656,개 꿀잼 영화엄청큰 뮤지컬을 보는느낌 ,1
5857,5964,눈물 날뻔했어요ㅠㅠ 너무 감동적이네요방탄 보라해 ,1
23838,23903,아리고 또 아리다... 눈물이 날만큼...돌아갈 수 없는 시간들... 그리고 그 사람... ,1
21281,21346,완전 좋습니다ㅋㅋㅋ 꼭 보세요! ,1
17590,17632,아직 안봤지만 담주에 보러갑니당 기대돼요 ,1
91631,92514,마지막 장면은 잊을 수가 없어요. ,1
22651,22705,간만에 생각하게 만드는 영화를 봤네요. 재밌어요. ,1
19171,19224,올 겨울은 따듯했으면 좋겠다... ,1
98426,99331,잔잔하게 인생을 뒤돌아보게되는 영화 ,1
133334,134598,남감독이라 그런가 아쉬운 부분이 있었지만 사진으로 보여준 콜레트의 삶은 완벽 그 자체다. ,1
25046,25280,액션크고 쿠당탕하고 스릴있고 반전있고 극적이고 감동적이고 이런거아니고 잔잔하게흘러가는스토리좋아하는사람들만보세용그리고 영화약간어려움 ,1
6513,6525,정말 영화 퀄리티 높네요 실제 사고 장면 어쩌면 이렇게 실제처럼 만들었는지 정말 피하고 싶은 맘이 절로듬그안에서 안전을 먼저 말하던 모든사람이 영웅 ,1
8533,8552,지금 우리나라에 꼭 필요한 메시지를 머리가 아닌 마음으로 깨닫게 해주는 영화 ,1
26701,26955,초반에는 좀 지루합니다. 근데 중후반에서는 정말 재밌습니다. 성인이 보는데 전혀 유치하지 않구요. 마지막에는 눈물이 살짝 나더군요. 우리나라에서도 이정도 수준의 애니가 나왔다는게 믿기지 않을정도예요. 상영관 아직 많...,1
22419,22484,그냥대박bb.. ,1
113078,114134,아무 내용 없는데 진짜 계속 긴장하게 됨. 이런게 비급의 매력 ,1
32233,32524,이런 영화가 스크린에 많이 걸려야 하는데 안타깝다 ,1
123762,124897,가슴이 울컥울컥 하는 기분을 오랫만에 느껴봅니다. 감사합니다. 이런영화 만들어주셔서. ,1
57917,58474,인생영화순수했던 옛날이 생각나는~~^^ ,1
7452,7470,반전 대박 ㅋㅋㅋ 재밌어요!! ,1
72658,73381,우리아들 카봇 영화 세번째 안무서워해요 처음 두번째 무서워했는데 무섭지않고 재미있데요 ,1
28363,28641,영화자체는 좋으나 핼리 너무 답답. 아랫집 여자만 같아도 힘든 상황에서 일하면서 아들 열심히 키우는거 이해가는데 핼리는 불난데가서 같이 셀카찍고 범죄에 딸내미 이용해먹고 매춘사진을 딸보고 찍어달라고 하고 딸이 잘못된...,1
30313,30603,히컵과아이들로 속편 가자 ,1
19735,19917,꼭 봐라.. 두번 봐라.. ,1
118416,119508,너무너무좋다 진짜진짜좋다 ㅌㅌㅌ ,1
4714,4723,방학맞이 공룡과 헬로카봇을 좋아하는 아이에게최고의 영화였습니다:) ,1
21961,22009,개웃기네 이검사 진짜 웃기네 ,1
75610,76418,그림속으로 들어가 살다온기분.. ,1
27742,28020,처음에는 지루한 듯 하였으나가면 갈수록 캐릭터들이 너무 사랑스럽고의미도 주는 영화 ?? ,1
16476,16635,저 정말 관람평 안남기는데 이건 진짜 엄청 재밌게 봤어요 갈수록 공감되는부분이 많았고 울기시작하면 계속 울수밖에 없더라고요. 정말 부모님과 같이보기에도 혼자보기에도 그 누구와보던 정말 괜찮고 멋진 영화였습니다 ,1
138684,139991,젛나게 좋은 영화.역시 미국이다.. ,1
19095,19143,상영시간을 늘리거나 12화분량의 애니메이션으로 만들었다면 좋았을 것 같다. 후반부 전개가 너무 빨라서 억지스러운 느낌이 듬. 그래도 영화보면서 운건 처음이라 특별하긴 하다. ,1
98642,99549,이 영화는 나에게 어떠한 여운을 남긴걸까..내가 원하는 삶? 아니면 누군가에게 비춰지는 삶?참 많은 여운을 남기게 한다. ,1
80012,80854,이 맛에 애니메이션 보는거지. 애니메이션은 상상력이고 한계가 없어야 한다고 생각함. 현실 드라마같기만 한 애니메이션이 대체 무슨 매력일까? 작가 특유의 감성도 돋보였고 거기에 어우러진 음악도 최고였다. 어릴때 만화 ...,1
982,985,잔인하지 않아서 편하게 즐겼습니다 내용도 빵빵 하구용 ,1
71876,72572,ㅠㅠㅠㅠ인생영화.. 몇번을다시봐도 새롭게 느껴짐 너무너무 여운이 많이남고 보고나면 욀케 마음이 아픈지 몰겠음 ㅜㅜ ,1
2167,2245,보는내내 웃다가울다가했답니다배연정씨가 시사회오셨는데인상깊었던말이가족에게잘하라입니다 ㅎ기회되면또보고싶네요 ,1
26524,26778,2편 내주시면 절할게요 ,1
104823,105800,더운여름 신나게 웃고 즐기는 좋은 가족영화 ,1
95089,95981,옛날영화인걸 감안하면 괜찮은거같다 ㅋ ,1
135960,137238,저는 시즌1이 더 재미잇엇던것같아요~성우도 배우보단 성우분들이하는게 나을듯싶고 ,1
2918,2926,(내 영화인생에서)이맘큰 영상수준이 후덜덜한 애니메이션이 있던가? ,1
51174,51680,저 똘똘한 애기가 정말 감정표현을 아주똘망하고 예쁘게 생긴데다가 목소리는 어찌나 귀여운지!어떻게 클지 정말 기대되는 배우다.중간중간 나오는 잭의 나레이션은 정말 순수하게 마음을 울린다 ,1
24441,24652,배우들이 진짜 연기잘해여ㅠㅠ ,1
98713,99621,일본 영화에 대해 관심갖게된 영화 ,1
132859,134111,보통 영화를 다 보면 몇 점을 매길지 고민한다.. 망설임없이 만점을 매기게 되는 영화. 일부러 시선 끄는 장면 없이 시선을 잡아둔다 ,1
58326,58894,9.5로 주고싶지만 네이버평점이 과소평가된듯... 은은하지만 오래남는다 특히 아이들의 연기는 어디에서도 볼수없는자연스러움이 묻어있다 한국의 정형화된 아역배우들의.연기에선 극히 찾아보기 힘든 뭔가가 있다 내마음의 풍금...,1
26567,26821,한국이 만든 애니메이션 같지 않을 정도로 재밌애요. 너무 잘 만들었어요. 가족끼리 또는 연인이랑 봐도 너무 좋을 것 같아요. 컨텐츠도 감동이네요. ,1
134216,135492,"90세의 타샤튜더가 보내는 소박하고 느리지만 자신만의 즐거움으로 가득한 삶, 따뜻한 긍정의 눈으로 보는 삶의 미학이 감동적으로 다가온다. 상영관에서 머리가 희끗하신 어르신을 여럿 뵈었다. 연로하신 어머니와 함께 보아...",1
90611,91484,그저 연애 이야기가 아니라 두 사람의 인생의 길을 개척해나아간다는 점에서 훌륭한 전개라고 생각한다 ,1
41861,42298,근래 본 한국 영화 중 젤 좋았다 ,1
128304,129466,'좋은 친구들' '대부'같은 영화는 평생 다시 못볼줄 알았는데 그 에필로그같은 영화를 선사해준 스콜세지 감독과 로버트 드니로 알 파치노 특별히 조페시 배우들에게 감사의 마음을 전합니다.....,1
11944,11980,큰 감동 보단 여러가지 감정을 느낄 수 있는 영화 ,1
11823,11963,신파가 아닌데 눈물나는 착한 영화. 이런 영화 처음입니다 ,1
7354,7367,"한창 꿈도 많고 하고싶은 것도 많을 꽃다운 청춘에..그힘든 역경 속에서도 꿈을 이룬 당신에게 진심어린 박수를..감동과 깨달음이 있는 다큐 영화, 눈물 쏟으며 잘 봤다 ",1
40940,41369,조진웅님 연기 너무 잘하셔서 넘넘 재밌습니다 시간이 어떻게 가는줄 몰랐네용 ㅠ꼭보세요 ,1
2901,2984,오늘 CGV에서 봤는데 그림체도예쁘고재밌어요! ,1
39836,40264,"실화 바탕이라서 그런지 내용도 탄탄하고 연기력도 다 좋고 몰입감도 대박입니다! 제가 한국 막장에 길들여져서그런지.. vip아내의 남편이랑 보모가 불륜이 아닌지, 막 반전이 일어나지않을까 계속 맘 졸였는뎈ㅋㅋㅋ아니었네...",1
108302,109321,제작년에 볼만한 영화가 없어서 우연히 보게 된 영화. 보고난 뒤에 다음날 한번 더 봤더랬다. 이 영화는 (뿐만아니라 음악영화 모두) 무조건 영화관에서 영화관 사운드로 느껴야한다는 생각엔 아직도 변함 없다. 레이디가가...,1
54254,54795,셜리 옷 핏이 너무 쩔엇음 ,1
25336,25575,"죽기전에 꼭 보세요 사랑이 이럴 수도 있구나 생각이 듭니다OST, 배우,스토리까지 모두 최고입니다 ",1
25383,25449,장혁 의뢰인에서도 악역이였는데 이번 악역도 최고였음 ㅋㅋ ,1
107254,108257,솔직히 영화보기 전에 1점대 평점들 수두룩 해서 보러가기 꺼려했습니다.. 그런데 막상 보고 나니까 평점이 이정도까지 낮을 정도는 아닌것 같습니다. 가족들과 웃으면서 보기엔 딱 좋더군요. 1점 평점들은 거르고 보시기 ...,1
64975,65624,아~ 진짜!!! ㅋㅋ 퐁!!! ,1
77644,78466,평점 잘 안 주는데 평점 괜히 깎는 놈들 때문에 10점 줍니다.. ,1
13047,13189, 현실적인 것 같으면서도 옛날에 보았던 메리포핀스 느낌도 나서 재밌었습니다 ,1
57824,58381,요 근래 본 인생영화다.풋풋한 저 시절 난 뭘했었는지도 기억이 안나네.남주의 집안보다는 여주의 집안이 더 내가 원하는 환경이다. ,1
43228,43669,진짜 간만에 힐링했어요 ,1
59943,60516,영화 이렇게 만들면 반칙 아닌가요...??ㅠㅠㅠㅠ ,1
10629,10655,연기 몰입감 최고네 ㅎㄷㄷ;; ,1
126311,127452,따뜻한 위로를 느낄 수 있는 영화. 돌아오는 4월엔 더욱 더 뇌리에 남을 영화. ,1
9040,9073,가슴 아린 첫사랑. 끝났으나 끝나지 않은 사랑. ,1
30960,31251,재미있네요... ,1
7392,7405,저 포스터 영화 한장면중 지리고 지렸다.. ,1
20373,20433,이번꺼진짜대박임님들꼭보셈ㅎ ,1
33392,33686,황혼에선 황야의무법자 새벽에선 새벽의저주 ,1
72150,72859,이 영화의 장점은 유치하면서 자꾸 보게된다 오글거리면서도 자꾸 끌리는 분위기..벨라의 연기가 어색돋긴하지만 오히려 그걸 그 분위기로 봐줄수있을만큼의 이 영화만의 분위기가 있음 ㅌ ,1
36515,36879,ㅈㄴ 재밌다 시간 가는 줄 모름. 4DX로 또 봐야징 ,1
17609,17661,기다리던영화라 시사회로 보고왔어요. 다루기어려운소재인만큼 마음도 묵직해지는 영화였어요. 꼭봐야할영화로 강추입니다! ,1
106576,107563,원래 분량이 4시간 짜리인데 편집해서 169분 (2시간 49분) ,1
12414,12451,재미있어요! 너무 귀엽고 잘 만든 영화인 것 같아요. 시리즈들 다 재미있네요. ,1
53565,54104,주인공들 연기 찰떡임ㅋㅋㅋ재밌음 ,1
2789,2797,9년이 흘러 만났어도 얼마전 만난 사이처럼 대화의 흐름이 끊기지 않던 둘. 이 얘기 저 얘기 궁금한 것도 말하고 싶은 것도 많았기 때문일까이런저런 대화속에 농담이 섞여도 어색하지 않았다 비포선라이즈를 보고 이 영...,1
31415,31706,있는 영상은 가짜가 아닌데 나도 이런일 도맡아 할려다 우울증 걸렸다.기업과 조직에서는 일은 지들이 저질러 놓고 수습은 자기방식이 아니면 사람을 빼버리지 내덕에 일 잘됫는데 사람이면 조직에서 배운것은 토대로 꿈을 키워...,1
138574,139873,완벽한 영화이 명작을 지금이라도 봐서 다행이다 ,1
51658,52179,너무 감동적이었어요ㅠㅠ ,1
23664,23729,오펀천사의비밀영화 이후로 이렇게 반전있고 신선한 내용있는영화 오랜만이네요 재밌습니다! 몰입도 짱 ,1
119764,120865,좀비물 수작!ㅡ!ㅡ! ,1
112747,113803,다시한번 가족을 되돌아봅니다 ,1
56895,57442,어렸을 때로 돌아간듯 했습니다. 재밌게 잘 봤습니다. ,1
133070,134334,서로를 보듬어가는 과정 ,1
82189,83042,하나와 같은 삶을 사는게 과연 행복한가 라고 의문을 품을 순 있지만 적어도 작중 그녀는 세상에서 그 누구보다 행복해 보였다. 적어도 나에겐 엄청나게 충격적이였던 영화.. ,1
7495,7513,반전 대박ㅋㅋㅋ 같이 본 그 누구도 예상하지 못함 ,1
55929,56476,멋진영화ㅜ귿귿 좋아요~ ,1
59496,60065,극단적이 상황 속에서 본능과 본능이 충돌하며 만들어내는 완벽한 스무고개 ,1
27548,27614,어린아이보다 초등학생이 재밌게 잘관람하네요~~엄마의 사랑도 느낄수있고재미도있고 잘봤습니다^^ ,1
7149,7256,아귀 연기를 한 김윤석이 이렇게 섬세한 사람이었다니 ,1
138076,139375,좋아요.개인적으로 8점후반대가맞는것 같네요. ,1
3597,3688,잔잔하고 조용한 영화. ,1
27033,27287,영화 나무 인상깊었고 성경말씀을 영화로 보아 더 재미있었습니다 은혜로웠어요 ,1
23,23,아이가무척좋아했어요. ,1
10444,10470,영화 끝났는데 남친 못 일어남ㅋㅋㅋㅋ 자꾸 나보고 먼저 나가라곸ㅋㅋㅋ ,1
11586,11622,감사합니다. 이런 영화를 만들어주셔서.. 인연이라는 것을 다시 생각해보게 만들어주네요. 지금 옆에있는 사람이 너무 소중해집니다. ,1
24619,24833,tv에서 방영해줘서 이제서야 보게됐어요.보다가 울었네요 ㅠ 가슴 먹먹해지고 그러네요스토리가 많은 사람이 더 봤으면 해요 배우들 연기도 정말 아이 어른 가릴거 없이 대단했어요많른분들이 보면 좋겠습니다.! ,1
59666,60239,영화관 나오면서 바로 어머니에게 전화를 드렸네요. 가족의 소중함을 다시한번 일깨워 주는 영화... 이런 영화 좋아요. ,1
21543,21591,탑건2나오니까 기다려라 얘들아 ,1
11425,11452,갓띵...작....그냥 개짱된다라는 말밖에 생각안남.... ,1
93244,94127,재미있습니다! 배우들 연기도 좋아요 ,1
44569,45014,1편도 잼났지만 2편이 더 잼나네요~ㅎㅎ ,1
